Cluster ID,confidence_score,Id,init_name,last_name,first_name,affiliation,city,country,canonical_city,canonical_first_name,canonical_last_name,canonical_country,canonical_affiliation,canonical_init_name,canonical_Id
0,0.961310378,1,DJENONTIN A,DJENONTIN,ARMEL,Univ Abomey Calavi  Fac Sci & Tech,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.961700752,2,DJENONTIN A,DJENONTIN,ARMEL,IRD  MIVEGEC  UM CNRS IRD 224 5290,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.949912706,3,DJENONTIN A,DJENONTIN,ARMEL,CREC,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.962316632,63,DJENONTIN A,DJENONTIN,ARMEL,IRD  CNRS 5290  IRD 224  MIVEGEC UM1 UM2,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.946793183,64,DJENONTIN A,DJENONTIN,ARMEL,CREC  Minist Sante,Montpellier,France,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.949172874,65,DJENONTIN A,DJENONTIN,ARMEL,Univ dAbomey Calavi  Fac Sci & Tech,Montpellier,France,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.961410468,224,DJENONTIN A,DJENONTIN,ARMEL,CREC  IRD  Unite Rech 016,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.960531352,763,DJENONTIN A,DJENONTIN,ARMEL,IRD CREC Cotonou,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.959985167,764,DJENONTIN A,DJENONTIN,ARMEL,Univ Abomey Calavi,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.955755889,1476,DJENONTIN A,DJENONTIN,ARMEL,,,,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.957960541,1477,DJENONTIN A,DJENONTIN,ARMEL,Inst Rech Dev,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.961305343,1584,DJENONTIN A,DJENONTIN,ARMEL,IRD  MIVEGEC IRD CNRS UM1 224 5290,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.960038133,1585,DJENONTIN A,DJENONTIN,ARMEL,Minist Sante  CREC,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.96026215,1791,DJENONTIN A,DJENONTIN,ARMEL,IRD 224 CNRS 5290 UM1 UM2  MIVEGEC  Inst Rech Dev,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.962030763,1792,DJENONTIN A,DJENONTIN,ARMEL,Ctr Rech Entomol Cotonou  Minist Sante,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.960818645,2114,DJENONTIN A,DJENONTIN,ARMEL,IRD  MIVEGEC IRD CNRS 5290 UM1 UM2 224,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.956025415,2255,DJENONTIN A,DJENONTIN,ARMEL,IRD  UR016,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.957580163,2744,DJENONTIN A,DJENONTIN,ARMEL,Univ Montpellier I  IRD224  CNRS5290  UMR MIVEGEC IRD CREC,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.957581671,2745,DJENONTIN A,DJENONTIN,ARMEL,Univ Montpellier 2  IRD224  CNRS5290  UMR MIVEGEC IRD CREC,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.979208143,2746,DJENONTIN A,DJENONTIN,ARMEL,Univ Abomey Calavi  Fac Sci & Tech  Lab Evolut Biodiversite Arthropodes & Assainissem,Abomey Calavi,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.958872252,3054,DJENONTIN A,DJENONTIN,ARMEL,CNRS  UM1 UM2 5290  IRD 224  Inst Rech Dev Malad Infect & Vecteurs,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.961652729,3055,DJENONTIN A,DJENONTIN,ARMEL,Ctr Rech Entomol Cotonou,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.953991378,3320,DJENONTIN A,DJENONTIN,ARMEL,Univ Abomey Calavi  Ctr Rech Entomol Cotonou  Fac Sci & Tech MIVEGEC IRD CNRS UM1 UM2 224 5290,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.9590148,4171,DJENONTIN A,DJENONTIN,ARMEL,CREC  IRD  UR016,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.959563445,4856,DJENONTIN A,DJENONTIN,ARMEL,MIVEGEC IRD 224 CNRS 5290 UM1 UM2  Inst Rech Dev,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.960744572,4857,DJENONTIN A,DJENONTIN,ARMEL,Minist Sante  Ctr Rech Entomol Cotonou,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.959356073,4944,DJENONTIN A,DJENONTIN,ARMEL,Inst Rech Dev  MIVEGEC  IRD 224  CNRS 5290 UM1 UM2,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.960721423,4945,DJENONTIN A,DJENONTIN,ARMEL,Minist Sante  Ctre Rech Entomol Cotonou,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.957827882,5267,DJENONTIN A,DJENONTIN,ARMEL,Univ Montpellier I  CNRS 5290  UMR IRD 224  Inst Rech Dev,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.958563238,5268,DJENONTIN A,DJENONTIN,ARMEL,Univ Montpellier 2,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.960628846,5269,DJENONTIN A,DJENONTIN,ARMEL,Minist Sante Publ  Ctr Rech Entomol Cotonou,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.961339198,5545,DJENONTIN A,DJENONTIN,ARMEL,Inst Rech Dev IRD UR016,Cotonou,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.946584907,6201,DJENONTIN A,DJENONTIN,ARMEL,Univ Montpellier I  IRD 224  CNRS 5290  MIVEGEC,Montpellier,France,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.946077401,6202,DJENONTIN A,DJENONTIN,ARMEL,Univ Montpellier 2,Montpellier,France,cotonou,armel,djenontin,benin,crec,djenontin a,2
0,0.981246629,6203,DJENONTIN A,DJENONTIN,ARMEL,Univ Abomey Calavi  Fac Sci & Technol,Abomey Calavi,Benin,cotonou,armel,djenontin,benin,crec,djenontin a,2
1,0.955756,4,ALOU L P A,ALOU,LUDOVIC P AHOUA,,,,bouake,ludovic p ahoua,alou,cote ivoire,insp ipr,alou l p a,4
1,0.955756,5,ALOU L P A,ALOU,LUDOVIC P AHOUA,INSP  IPR,Bouake,Cote Ivoire,bouake,ludovic p ahoua,alou,cote ivoire,insp ipr,alou l p a,4
2,0.944201052,6,KOFFI A,KOFFI,ALPHONSINE,,,,abidjan,alphonsine,koffi,cote ivoire,insp ipr,koffi a,6
2,0.963776588,7,KOFFI A,KOFFI,ALPHONSINE,INSP  IPR,Bouake,Cote Ivoire,abidjan,alphonsine,koffi,cote ivoire,insp ipr,koffi a,6
2,0.936875929,842,KOFFI A A,KOFFI,ALPHONSINE A,,,,abidjan,alphonsine,koffi,cote ivoire,insp ipr,koffi a,6
2,0.944786012,843,KOFFI A A,KOFFI,ALPHONSINE A,Inst Natl Sante Publique  Inst Pierre Richet,Abidjan,Cote Ivoire,abidjan,alphonsine,koffi,cote ivoire,insp ipr,koffi a,6
2,0.950048208,3314,KOFFI A,KOFFI,ALPHONSINE,Inst Natl Sante Publ  Inst Pierre Richet IPR,Abidjan,Cote Ivoire,abidjan,alphonsine,koffi,cote ivoire,insp ipr,koffi a,6
2,0.93463849,4378,KOFFI A,KOFFI,A,,,,abidjan,alphonsine,koffi,cote ivoire,insp ipr,koffi a,6
2,0.947869817,4379,KOFFI A,KOFFI,A,UFR Sci Pharmaceut Abidjan  Lab Biopharm & Technol Pharmaceut,Abidjan,Cote Ivoire,abidjan,alphonsine,koffi,cote ivoire,insp ipr,koffi a,6
3,0.955755889,8,ZOGO B,ZOGO,BARNABAS,,,,cotonou,barnabas,zogo,benin,crec,zogo b,762
3,0.958195875,9,ZOGO B,ZOGO,BARNABAS,IRD  MIVEGEC  UM CNRS IRD 224 5290,Cotonou,Benin,cotonou,barnabas,zogo,benin,crec,zogo b,762
3,0.95239677,10,ZOGO B,ZOGO,BARNABAS,CREC,Cotonou,Benin,cotonou,barnabas,zogo,benin,crec,zogo b,762
3,0.959601422,761,ZOGO B,ZOGO,BARNABAS,IRD CREC Cotonou,Cotonou,Benin,cotonou,barnabas,zogo,benin,crec,zogo b,762
3,0.96193258,762,ZOGO B,ZOGO,BARNABAS,Univ Abomey Calavi,Cotonou,Benin,cotonou,barnabas,zogo,benin,crec,zogo b,762
3,0.960504204,2862,ZOGO B,ZOGO,BARNABAS,UM1 UM2 CNRS 5290 IRD 224  IRD,Cotonou,Benin,cotonou,barnabas,zogo,benin,crec,zogo b,762
3,0.955773254,3322,ZOGO B,ZOGO,BARNABAS,Ctr Rech Entomol Cotonou  MIVEGEC IRD CNRS UM1 UM2 224 5290,Cotonou,Benin,cotonou,barnabas,zogo,benin,crec,zogo b,762
4,0.955755889,11,DUARTE E,DUARTE,ELVES,,,,cotonou,elves,duarte,benin,ird mivegec um cnrs ird 224 5290,duarte e,11
4,0.95256868,12,DUARTE E,DUARTE,ELVES,IRD  MIVEGEC  UM CNRS IRD 224 5290,Cotonou,Benin,cotonou,elves,duarte,benin,ird mivegec um cnrs ird 224 5290,duarte e,11
4,0.95256868,13,DUARTE E,DUARTE,ELVES,CREC,Cotonou,Benin,cotonou,elves,duarte,benin,ird mivegec um cnrs ird 224 5290,duarte e,11
5,0.935243,14,NGUESSAN R,NGUESSAN,RAPHAEL,,,,,raphael,nguessan,,,nguessan r,14
5,0.935243,52,NGUESSAN R,NGUESSAN,R,,,,,raphael,nguessan,,,nguessan r,14
6,0.955755889,15,MOIROUX N,MOIROUX,NICOLAS,,,,cotonou,nicolas,moiroux,france,ird,moiroux n,15
